MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive,MSZoning_mean,Neighborhood_mean,OverallCond_mean,BsmtCond_mean,FireplaceQu_mean,Electrical_mean,ExterQual_Gd_dummy0,ExterQual_TA_dummy1,ExterQual_Ex_dummy2,ExterQual_Fa_dummy3,FullBath_2_dummy0,FullBath_1_dummy1,FullBath_3_dummy2,FullBath_0_dummy3,KitchenQual_Gd_dummy0,KitchenQual_TA_dummy1,KitchenQual_Ex_dummy2,KitchenQual_Fa_dummy3,PavedDrive_Y_dummy0,PavedDrive_N_dummy1,PavedDrive_P_dummy2
RL,7400,Pave,Sawyer,1984,5,TA,1126,1,506.0,TA,,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,12900,Pave,Sawyer,1920,4,TA,1140,1,400.0,Fa,,SBrkr,60.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9239,Pave,Sawyer,1963,8,TA,960,1,300.0,TA,,SBrkr,94.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,14175,Pave,Sawyer,1956,8,TA,1188,1,621.0,Gd,TA,FuseA,88.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,10532,Pave,ClearCr,1960,3,TA,1721,2,626.0,TA,TA,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8375,Pave,Sawyer,1941,7,TA,1350,1,627.0,TA,,SBrkr,63.0,Gd,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
RL,10200,Pave,Sawyer,1970,8,TA,904,1,912.0,TA,,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,20270,Pave,ClearCr,1979,6,TA,1524,2,478.0,TA,Gd,SBrkr,82.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,5190,Pave,Edwards,1948,5,TA,1079,1,249.0,TA,Gd,SBrkr,50.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,19550,Pave,Edwards,1940,7,TA,1518,1,0.0,TA,Gd,SBrkr,85.0,Fa,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
RL,9571,Pave,Edwards,1956,6,TA,1509,1,322.0,TA,TA,FuseA,68.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RL,9350,Pave,Edwards,1975,5,TA,864,1,0.0,TA,,SBrkr,50.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9360,Pave,Edwards,1962,8,Gd,1269,1,280.0,TA,,SBrkr,50.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9771,Pave,SawyerW,1995,5,Gd,2814,2,614.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9938,Pave,SawyerW,1994,5,Gd,1626,2,534.0,TA,TA,SBrkr,80.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,14171,Pave,SawyerW,1993,5,Gd,2200,2,453.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10541,Pave,SawyerW,1996,5,Gd,2037,2,472.0,TA,TA,SBrkr,85.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10616,Pave,CollgCr,2007,5,Gd,1356,2,484.0,TA,Gd,SBrkr,65.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9345,Pave,CollgCr,2007,5,Gd,1615,2,864.0,TA,Gd,SBrkr,65.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11778,Pave,CollgCr,2008,5,Gd,2276,2,1348.0,TA,Gd,SBrkr,91.0,Ex,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,11778,Pave,CollgCr,2008,5,Ex,1766,2,874.0,TA,Gd,SBrkr,91.0,Ex,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RL,11454,Pave,SawyerW,1995,5,Gd,1511,2,811.0,TA,Fa,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11500,Pave,ClearCr,1966,6,TA,1643,2,438.0,Gd,Gd,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9750,Pave,CollgCr,1994,7,TA,990,1,528.0,TA,,SBrkr,65.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,8696,Pave,CollgCr,1997,5,TA,1418,2,558.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,13142,Pave,CollgCr,1997,5,TA,1771,2,600.0,TA,,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,8998,Pave,CollgCr,2000,5,Gd,1652,2,532.0,TA,,SBrkr,68.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12192,Pave,CollgCr,2000,5,Gd,1823,2,626.0,TA,,SBrkr,75.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12250,Pave,CollgCr,1978,6,TA,1174,1,528.0,TA,,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9216,Pave,CollgCr,1975,6,TA,1076,1,576.0,TA,Fa,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,14330,Pave,CollgCr,1975,6,TA,1558,2,440.0,TA,,SBrkr,40.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,10400,Pave,CollgCr,2001,5,Gd,2161,2,570.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9720,Pave,CollgCr,2001,5,Gd,1947,2,725.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,14860,Pave,CollgCr,2002,5,Gd,1786,2,715.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10905,Pave,CollgCr,2003,5,Gd,2327,2,596.0,TA,Gd,SBrkr,41.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11690,Pave,CollgCr,1999,5,Gd,1764,2,560.0,TA,TA,SBrkr,96.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,4426,Pave,CollgCr,2004,5,Gd,848,1,420.0,TA,,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RM,10126,Pave,CollgCr,1997,5,TA,1838,2,721.0,TA,,SBrkr,83.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9750,Pave,CollgCr,2004,5,Gd,1445,2,470.0,TA,,SBrkr,75.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11058,Pave,CollgCr,2007,6,Gd,1564,2,814.0,TA,,SBrkr,85.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9627,Pave,CollgCr,2007,5,Gd,1361,2,610.0,TA,,SBrkr,74.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9825,Pave,Edwards,1966,5,TA,1092,1,264.0,TA,,SBrkr,75.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,12102,Pave,Edwards,1976,5,TA,1033,1,504.0,Gd,,SBrkr,64.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,6500,Pave,Edwards,1976,6,TA,1127,1,480.0,,Po,SBrkr,65.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9638,Pave,Edwards,1977,6,TA,1117,1,542.0,TA,Fa,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7200,Pave,Edwards,1976,7,TA,1398,1,440.0,TA,TA,SBrkr,72.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,47007,Pave,Edwards,1959,7,TA,3820,3,624.0,,Gd,SBrkr,123.0,Ex,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
RL,6012,Pave,Edwards,1955,5,TA,1152,2,0.0,,,SBrkr,65.0,TA,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
RL,6845,Pave,Edwards,1955,5,TA,1152,2,0.0,,,FuseF,74.0,TA,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
RL,6931,Pave,Edwards,1955,5,TA,784,1,0.0,TA,,FuseP,56.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,12180,Pave,Edwards,1938,7,TA,1053,1,0.0,TA,,FuseF,60.0,Ex,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
RL,8050,Pave,Edwards,1947,8,TA,1137,1,0.0,,,SBrkr,57.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9520,Pave,Edwards,1953,5,TA,930,1,286.0,TA,,SBrkr,68.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7692,Pave,Edwards,1954,6,TA,1204,1,312.0,TA,,FuseA,62.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,5142,Pave,Edwards,1923,7,TA,1292,1,205.0,TA,,SBrkr,67.0,Gd,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
RL,7290,Pave,SWISU,1921,8,TA,1424,2,312.0,TA,Gd,SBrkr,60.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,7804,Pave,SWISU,1930,7,TA,1920,2,480.0,TA,Gd,SBrkr,64.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,8969,Pave,Crawfor,1926,6,TA,1316,1,369.0,TA,Gd,SBrkr,66.0,TA,P,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
RL,15564,Pave,Crawfor,1914,6,TA,1264,1,400.0,TA,,SBrkr,63.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7609,Pave,Crawfor,1925,9,Gd,1512,2,180.0,TA,Gd,SBrkr,54.0,Gd,P,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
RL,9650,Pave,Crawfor,1923,3,TA,1603,1,599.0,TA,Gd,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,11700,Pave,Crawfor,1937,6,TA,1938,2,240.0,TA,Gd,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9260,Pave,Crawfor,1938,4,TA,1374,1,225.0,TA,,FuseF,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,7801,Pave,Crawfor,1951,5,TA,1091,1,344.0,TA,TA,FuseA,79.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,9670,Pave,Crawfor,1935,6,TA,1873,1,786.0,Fa,Gd,SBrkr,100.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RL,12392,Pave,Crawfor,1950,9,TA,2161,2,506.0,Gd,TA,SBrkr,70.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,26073,Pave,Crawfor,1956,5,TA,1898,2,484.0,TA,TA,FuseA,56.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RM,1879,Pave,Blueste,1980,6,TA,1032,1,462.0,TA,TA,SBrkr,24.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,7000,Pave,IDOTRR,1926,8,TA,919,1,195.0,TA,,SBrkr,50.0,TA,P,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
RM,6000,Pave,IDOTRR,1940,8,TA,1090,1,240.0,TA,,SBrkr,60.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,8155,Pave,IDOTRR,1930,7,TA,1200,1,0.0,TA,,FuseA,58.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,6000,Pave,IDOTRR,1967,5,Fa,1656,1,288.0,TA,Po,SBrkr,75.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
RM,7392,Pave,IDOTRR,1930,7,TA,912,1,360.0,TA,,FuseA,60.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,9000,Pave,IDOTRR,1958,5,TA,1955,2,356.0,TA,,FuseA,75.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
,14584,Pave,IDOTRR,1952,5,Fa,733,1,487.0,,,FuseA,80.0,Fa,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
C (all),5280,Pave,IDOTRR,1895,7,TA,1361,1,185.0,Fa,,SBrkr,60.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
C (all),5150,Pave,IDOTRR,1910,7,TA,1049,1,195.0,TA,,FuseA,52.0,TA,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
C (all),9000,Grvl,IDOTRR,1920,6,TA,864,1,216.0,Fa,,SBrkr,60.0,Fa,N,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
RM,3843,Pave,Crawfor,2007,5,Ex,1648,2,525.0,TA,Gd,SBrkr,44.0,Ex,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
RM,3811,Pave,Crawfor,2004,5,Gd,1646,2,482.0,TA,Gd,SBrkr,44.0,Ex,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
RL,23730,Pave,Mitchel,1996,5,Gd,2032,3,786.0,TA,,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
RL,11050,Pave,Mitchel,1996,5,TA,1820,2,816.0,TA,TA,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,10260,Pave,Mitchel,1976,4,TA,1872,2,484.0,,,SBrkr,76.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9990,Pave,Mitchel,1991,5,TA,1689,2,432.0,TA,TA,SBrkr,74.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,4084,Pave,Timber,1986,6,Gd,1501,2,512.0,TA,TA,SBrkr,42.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11563,Pave,Timber,2006,5,Gd,1537,2,788.0,TA,,SBrkr,74.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12852,Pave,Timber,2007,5,Gd,1780,2,612.0,TA,Gd,SBrkr,107.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,9802,Pave,Timber,2006,5,TA,1442,2,400.0,TA,,SBrkr,73.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,12018,Pave,Timber,2008,5,Gd,1612,2,666.0,TA,,SBrkr,81.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,12890,Pave,Timber,1989,5,TA,1495,2,438.0,TA,TA,SBrkr,75.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,18265,Pave,Timber,1986,5,Gd,1256,2,578.0,Gd,Fa,SBrkr,93.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11202,Pave,Timber,2003,5,Gd,1440,2,467.0,TA,TA,SBrkr,82.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,7915,Pave,Timber,1999,5,Gd,1675,2,435.0,TA,,SBrkr,,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11449,Pave,Timber,2007,5,Gd,1728,2,520.0,TA,Gd,SBrkr,79.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RL,11447,Pave,Timber,2005,5,Gd,1964,2,892.0,TA,Gd,SBrkr,85.0,Gd,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
RM,8940,Pave,Mitchel,1997,5,TA,1344,2,784.0,Gd,,SBrkr,97.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,9278,Pave,Mitchel,2007,5,TA,1092,1,0.0,TA,,SBrkr,77.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,4500,Pave,Mitchel,1997,5,TA,1189,2,392.0,TA,,SBrkr,32.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RL,14137,Pave,Mitchel,1964,5,TA,1200,1,850.0,TA,,SBrkr,150.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,4224,Pave,MeadowV,1975,6,TA,1040,1,499.0,TA,,SBrkr,,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,2665,Pave,MeadowV,1976,7,TA,1475,2,336.0,TA,TA,SBrkr,41.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
RM,1974,Pave,MeadowV,1973,7,TA,988,1,297.0,TA,,SBrkr,21.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
RM,1596,Pave,MeadowV,1973,6,TA,988,1,297.0,TA,Po,SBrkr,21.0,TA,Y,191004.9947871416,192854.5063291139,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
