MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive,SalePrice,MSZoning_mean,Neighborhood_mean,OverallCond_mean,BsmtCond_mean,FireplaceQu_mean,Electrical_mean,ExterQual_Gd_dummy0,ExterQual_TA_dummy1,ExterQual_Ex_dummy2,ExterQual_Fa_dummy3,FullBath_2_dummy0,FullBath_1_dummy1,FullBath_3_dummy2,FullBath_0_dummy3,KitchenQual_Gd_dummy0,KitchenQual_TA_dummy1,KitchenQual_Ex_dummy2,KitchenQual_Fa_dummy3,PavedDrive_Y_dummy0,PavedDrive_N_dummy1,PavedDrive_P_dummy2,LotFrontage_imp
RL,14331,Pave,Timber,2002,5,Gd,1800,2,765,TA,Gd,SBrkr,85.0,Gd,Y,312500,191004.99478714162,242247.44736842104,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,85.0
RL,9600,Pave,NWAmes,1969,5,TA,1164,1,528,TA,NA,SBrkr,80.0,TA,Y,140000,191004.99478714162,189050.0684931507,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,80.0
RL,12438,Pave,StoneBr,2006,5,Ex,2576,2,666,Gd,Gd,SBrkr,82.0,Ex,Y,361919,191004.99478714162,310499.0,203146.91473812424,213599.9076923077,226351.41578947369,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,82.0
RM,7630,Pave,OldTown,1900,9,TA,1812,2,672,TA,Po,SBrkr,76.0,Gd,N,140000,126316.83027522935,128225.30088495575,216004.54545454544,183632.6209000763,129764.15,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,76.0
RL,8400,Pave,CollgCr,2004,5,Gd,1484,2,606,TA,NA,SBrkr,70.0,Gd,Y,213000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,70.0
RM,5600,Pave,IDOTRR,1930,5,Fa,1092,2,0,NA,NA,SBrkr,70.0,Fa,N,55000,126316.83027522935,100123.78378378379,203146.91473812424,105652.8918918919,141331.48260869566,186825.1131934033,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,70.0
RL,115149,Pave,ClearCr,1971,5,TA,1824,2,739,TA,TA,SBrkr,,Gd,Y,302000,191004.99478714162,212565.42857142858,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,6240,Pave,NridgHt,2006,5,Gd,1324,2,550,TA,Gd,SBrkr,48.0,Gd,Y,254000,191004.99478714162,316270.6233766234,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48.0
RL,9018,Pave,Gilbert,2007,5,Gd,1456,2,400,TA,Gd,SBrkr,65.0,Gd,Y,179540,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RL,7162,Pave,Sawyer,1966,7,TA,904,1,408,TA,NA,SBrkr,,TA,Y,109900,191004.99478714162,136793.13513513515,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,4130,Pave,BrkSide,1935,6,Gd,729,1,0,TA,NA,SBrkr,56.0,TA,N,52000,191004.99478714162,124834.05172413793,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,56.0
C (all),8712,Pave,IDOTRR,1900,7,TA,1178,1,384,TA,NA,SBrkr,66.0,TA,N,102776,74528.0,100123.78378378379,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,66.0
RL,4671,Pave,StoneBr,1988,5,Gd,1228,2,472,TA,Gd,SBrkr,40.0,Gd,Y,189000,191004.99478714162,310499.0,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,40.0
RL,9873,Pave,BrkSide,1970,5,TA,960,1,576,TA,NA,SBrkr,60.0,TA,Y,129000,191004.99478714162,124834.05172413793,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.0
RL,13517,Pave,Sawyer,1976,8,Gd,1479,2,475,TA,NA,SBrkr,,Gd,Y,130500,191004.99478714162,136793.13513513515,155651.73611111112,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,10140,Pave,NWAmes,1974,5,TA,1350,2,478,TA,TA,SBrkr,78.0,TA,Y,165000,191004.99478714162,189050.0684931507,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,78.0
RM,10800,Pave,OldTown,1890,8,TA,2554,1,704,TA,NA,SBrkr,60.0,TA,P,159500,126316.83027522935,128225.30088495575,155651.73611111112,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,60.0
RL,10000,Pave,NWAmes,1973,6,TA,1178,1,439,TA,Fa,SBrkr,80.0,Gd,Y,157000,191004.99478714162,189050.0684931507,153961.59126984127,183632.6209000763,167298.48484848486,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,80.0
RL,10542,Pave,NoRidge,1993,5,Gd,2418,2,983,TA,TA,SBrkr,96.0,Gd,Y,341000,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,96.0
RL,9920,Pave,CollgCr,1969,6,TA,971,1,300,TA,Po,SBrkr,69.0,TA,Y,128500,191004.99478714162,197965.77333333335,153961.59126984127,183632.6209000763,129764.15,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,69.0
RL,6563,Pave,StoneBr,1985,5,Gd,1742,2,564,TA,TA,SBrkr,,Gd,Y,275000,191004.99478714162,310499.0,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RM,4426,Pave,CollgCr,2004,5,Gd,848,1,420,TA,NA,SBrkr,,Gd,Y,143000,126316.83027522935,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,60.5
RL,8120,Pave,NAmes,1970,7,TA,864,1,463,TA,NA,SBrkr,70.0,TA,Y,124500,191004.99478714162,145847.08,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,70.0
RL,8172,Pave,Edwards,1954,6,TA,1470,2,548,TA,NA,SBrkr,60.0,TA,Y,135000,191004.99478714162,128219.7,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.0
RL,13286,Pave,Edwards,2007,5,Ex,1698,2,768,TA,Gd,SBrkr,86.0,Ex,Y,320000,191004.99478714162,128219.7,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,86.0
RL,6960,Pave,NAmes,1970,6,TA,864,1,660,TA,NA,SBrkr,60.0,Gd,Y,120500,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,60.0
RL,21695,Pave,Crawfor,1988,9,Gd,1680,2,540,TA,Gd,SBrkr,,Gd,Y,222000,191004.99478714162,210624.72549019608,216004.54545454544,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,7314,Pave,CollgCr,2007,5,Gd,1232,2,632,TA,NA,SBrkr,64.0,Gd,Y,194500,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,64.0
RL,11475,Pave,NAmes,1958,5,TA,1776,2,888,TA,NA,SBrkr,85.0,TA,Y,110000,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,85.0
RM,6240,Pave,IDOTRR,1925,5,TA,1208,1,539,TA,NA,FuseA,52.0,TA,Y,103000,126316.83027522935,100123.78378378379,203146.91473812424,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,52.0
RL,5389,Pave,StoneBr,1995,5,Gd,1616,2,608,TA,TA,SBrkr,39.0,Gd,Y,236500,191004.99478714162,310499.0,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,39.0
RL,9590,Pave,Timber,2003,5,Gd,1146,2,438,TA,Gd,SBrkr,73.0,Gd,Y,187500,191004.99478714162,242247.44736842104,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,73.0
RL,11404,Pave,CollgCr,1998,5,Gd,2031,2,541,TA,TA,SBrkr,75.0,Gd,Y,222500,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,75.0
RL,10000,Pave,Sawyer,1961,6,TA,1144,1,264,TA,TA,SBrkr,80.0,TA,Y,131400,191004.99478714162,136793.13513513515,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,80.0
RL,8978,Pave,Sawyer,1968,5,TA,948,1,300,TA,NA,SBrkr,,TA,Y,108000,191004.99478714162,136793.13513513515,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RM,10800,Pave,OldTown,1914,7,TA,1768,1,320,TA,TA,SBrkr,60.0,TA,N,163000,126316.83027522935,128225.30088495575,158145.48780487804,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,60.0
RL,8544,Pave,NAmes,1950,4,TA,1040,2,400,NA,NA,FuseF,60.0,TA,Y,93500,191004.99478714162,145847.08,120438.43859649122,105652.8918918919,141331.48260869566,107675.44444444444,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.0
RL,10463,Pave,Gilbert,2005,5,Gd,1801,2,800,TA,Gd,SBrkr,72.0,Gd,Y,239900,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,72.0
RL,10800,Pave,Edwards,1987,5,TA,1200,3,0,Gd,NA,SBrkr,60.0,TA,Y,179000,191004.99478714162,128219.7,203146.91473812424,213599.9076923077,141331.48260869566,186825.1131934033,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,60.0
RL,9313,Pave,CollgCr,2004,5,Gd,1728,2,572,TA,NA,SBrkr,65.0,Gd,Y,190000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RM,9600,Pave,OldTown,1910,7,TA,1432,2,360,Fa,NA,SBrkr,60.0,TA,Y,132000,126316.83027522935,128225.30088495575,158145.48780487804,121809.53333333334,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.0
RL,6768,Pave,Sawyer,1961,8,TA,912,1,288,TA,NA,SBrkr,65.0,Gd,Y,142000,191004.99478714162,136793.13513513515,155651.73611111112,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,65.0
RL,8450,Pave,SawyerW,2000,5,TA,1349,2,539,TA,NA,SBrkr,65.0,TA,Y,179000,191004.99478714162,186555.7966101695,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65.0
RL,12886,Pave,Sawyer,1963,6,TA,1464,2,480,TA,TA,SBrkr,70.0,TA,Y,175000,191004.99478714162,136793.13513513515,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,70.0
RL,5395,Pave,StoneBr,1993,5,Gd,1337,2,462,TA,TA,SBrkr,41.0,Gd,Y,180000,191004.99478714162,310499.0,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,41.0
RL,8963,Pave,NWAmes,1976,9,Ex,2715,3,831,Gd,TA,SBrkr,,Gd,Y,299800,191004.99478714162,189050.0684931507,216004.54545454544,213599.9076923077,205723.48881789137,186825.1131934033,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,60.5
RL,8795,Pave,Gilbert,2000,5,Gd,2256,2,554,TA,TA,SBrkr,,Gd,Y,236000,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RM,11700,Pave,OldTown,1880,7,Gd,2640,1,864,Fa,Gd,SBrkr,65.0,Gd,N,265979,126316.83027522935,128225.30088495575,158145.48780487804,121809.53333333334,226351.41578947369,186825.1131934033,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,65.0
RL,10593,Pave,NoRidge,1996,5,Gd,1720,2,527,TA,TA,SBrkr,59.0,Gd,Y,260400,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,59.0
RL,8405,Pave,Edwards,1945,3,TA,1529,2,240,NA,NA,FuseF,50.0,TA,N,98000,191004.99478714162,128219.7,101929.4,105652.8918918919,141331.48260869566,107675.44444444444,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,50.0
RM,8800,Pave,OldTown,1910,7,TA,1140,1,0,Fa,NA,SBrkr,55.0,TA,N,96500,126316.83027522935,128225.30088495575,158145.48780487804,121809.53333333334,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,55.0
RL,7750,Pave,Gilbert,2003,5,Gd,1320,2,400,TA,NA,SBrkr,,Gd,Y,162000,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,9236,Pave,CollgCr,1997,5,TA,1494,2,576,TA,NA,SBrkr,79.0,Gd,Y,217000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,79.0
RL,10240,Pave,NridgHt,2005,5,Gd,2098,2,878,TA,Gd,SBrkr,80.0,Ex,Y,275500,191004.99478714162,316270.6233766234,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,80.0
RL,7930,Pave,NAmes,1969,8,TA,1026,1,440,TA,NA,SBrkr,61.0,Gd,Y,156000,191004.99478714162,145847.08,155651.73611111112,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,61.0
FV,3230,Pave,Somerst,1999,5,TA,1471,2,440,TA,NA,SBrkr,34.0,TA,Y,172500,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,34.0
RL,10769,Pave,CollgCr,2007,5,Gd,1768,2,578,TA,NA,SBrkr,68.0,Gd,Y,212000,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,68.0
RL,11616,Pave,Sawyer,1978,5,TA,1386,2,440,TA,TA,SBrkr,,TA,Y,158900,191004.99478714162,136793.13513513515,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
FV,2280,Pave,Somerst,1999,5,TA,1501,2,440,TA,NA,SBrkr,24.0,TA,Y,179400,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,24.0
RL,12257,Pave,NoRidge,1995,5,Gd,2531,2,752,TA,TA,SBrkr,65.0,Gd,Y,290000,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RL,9100,Pave,NAmes,1959,6,TA,864,1,300,TA,NA,SBrkr,70.0,TA,Y,127500,191004.99478714162,145847.08,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,70.0
RM,6911,Pave,BrkSide,1924,5,TA,1301,1,440,TA,NA,SBrkr,60.0,Fa,Y,100000,126316.83027522935,124834.05172413793,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,60.0
FV,8640,Pave,Somerst,2009,5,TA,1547,2,614,TA,NA,SBrkr,72.0,Gd,Y,215200,214014.06153846154,225379.83720930232,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,72.0
RL,9430,Pave,NoRidge,1999,5,Gd,2365,2,856,TA,Gd,SBrkr,82.0,Gd,Y,337000,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,82.0
RL,9549,Pave,Veenker,1995,5,Gd,1494,1,481,Gd,Gd,SBrkr,30.0,Ex,Y,270000,191004.99478714162,238772.72727272726,203146.91473812424,213599.9076923077,226351.41578947369,186825.1131934033,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,30.0
RL,14587,Pave,Somerst,2008,5,Gd,1506,2,592,TA,Gd,SBrkr,75.0,Ex,Y,264132,191004.99478714162,225379.83720930232,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,75.0
RL,10421,Pave,NWAmes,1988,5,TA,1714,2,496,TA,TA,SBrkr,80.0,TA,Y,196500,191004.99478714162,189050.0684931507,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,80.0
RL,12508,Pave,Mitchel,1940,7,TA,1750,2,423,TA,NA,SBrkr,75.0,TA,Y,160000,191004.99478714162,156270.1224489796,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,75.0
RL,9100,Pave,CollgCr,2004,5,Gd,1836,2,484,TA,Gd,SBrkr,70.0,Gd,Y,216837,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,70.0
RL,53504,Pave,StoneBr,2003,5,Ex,3279,3,841,TA,Gd,SBrkr,47.0,Ex,Y,538000,191004.99478714162,310499.0,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,47.0
RL,7252,Pave,Sawyer,1982,5,TA,858,1,576,TA,NA,SBrkr,,TA,Y,134900,191004.99478714162,136793.13513513515,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,8877,Pave,Edwards,1951,5,TA,1220,1,396,Fa,NA,FuseF,67.0,TA,Y,102000,191004.99478714162,128219.7,203146.91473812424,121809.53333333334,141331.48260869566,107675.44444444444,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,67.0
RL,7819,Pave,Edwards,1976,5,TA,1117,1,672,TA,TA,SBrkr,94.0,TA,Y,107000,191004.99478714162,128219.7,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,94.0
RL,10150,Pave,NAmes,1958,5,TA,912,1,275,TA,NA,FuseA,70.0,TA,Y,114500,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,122196.89361702128,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,70.0
RL,14226,Pave,NridgHt,2006,5,Gd,1973,2,895,TA,Gd,SBrkr,110.0,Gd,Y,395000,191004.99478714162,316270.6233766234,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,110.0
RM,4500,Pave,Mitchel,1998,5,TA,1204,2,412,TA,NA,SBrkr,32.0,TA,Y,162000,126316.83027522935,156270.1224489796,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,32.0
RL,11210,Pave,CollgCr,2005,5,Gd,1614,2,865,TA,NA,SBrkr,86.0,Gd,Y,221500,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,86.0
RL,13350,Pave,Sawyer,1974,5,TA,894,1,440,TA,Fa,SBrkr,100.0,TA,Y,142500,191004.99478714162,136793.13513513515,203146.91473812424,183632.6209000763,167298.48484848486,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,100.0
RH,8400,Pave,SawyerW,1977,5,TA,2020,2,630,NA,TA,SBrkr,60.0,TA,Y,144000,131558.375,186555.7966101695,203146.91473812424,105652.8918918919,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.0
RL,10530,Pave,Mitchel,1977,5,TA,1004,1,504,TA,NA,SBrkr,78.0,TA,Y,135000,191004.99478714162,156270.1224489796,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,78.0
RL,7875,Pave,Gilbert,1995,5,TA,1253,2,402,Gd,TA,SBrkr,63.0,TA,Y,176000,191004.99478714162,192854.50632911394,203146.91473812424,213599.9076923077,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,63.0
RL,7153,Pave,SawyerW,1992,5,Gd,1603,2,484,TA,NA,SBrkr,65.0,Gd,Y,175900,191004.99478714162,186555.7966101695,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,65.0
RL,16285,Pave,CollgCr,2001,5,Gd,1430,2,605,TA,NA,SBrkr,67.0,Gd,Y,187100,191004.99478714162,197965.77333333335,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,67.0
RL,9101,Pave,Mitchel,1978,6,TA,1110,1,602,TA,TA,SBrkr,,Gd,Y,165500,191004.99478714162,156270.1224489796,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,60.5
RM,6300,Pave,OldTown,1914,6,TA,1484,2,0,TA,Gd,SBrkr,35.0,TA,Y,128000,126316.83027522935,128225.30088495575,153961.59126984127,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,35.0
RL,9790,Pave,NWAmes,1967,5,TA,1342,2,457,TA,Gd,SBrkr,,TA,Y,161500,191004.99478714162,189050.0684931507,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.5
RM,10800,Pave,OldTown,1915,6,TA,1652,2,416,TA,NA,SBrkr,60.0,TA,Y,139000,126316.83027522935,128225.30088495575,153961.59126984127,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,60.0
RL,10142,Pave,SawyerW,2004,5,Gd,2084,2,618,TA,NA,SBrkr,76.0,Gd,Y,233000,191004.99478714162,186555.7966101695,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,76.0
RM,6000,Pave,OldTown,1954,7,TA,901,1,281,TA,NA,SBrkr,50.0,TA,Y,107900,126316.83027522935,128225.30088495575,158145.48780487804,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,50.0
RL,12205,Pave,ClearCr,1966,8,TA,2087,2,444,Fa,NA,SBrkr,,Gd,Y,187500,191004.99478714162,212565.42857142858,155651.73611111112,121809.53333333334,141331.48260869566,186825.1131934033,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,3182,Pave,Blmngtn,2005,5,Gd,1145,2,397,TA,Gd,SBrkr,43.0,Gd,Y,160200,191004.99478714162,194870.88235294117,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,43.0
RL,11333,Pave,Mitchel,1976,5,TA,1062,1,539,TA,TA,SBrkr,,TA,Y,146800,191004.99478714162,156270.1224489796,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,60.5
RL,9920,Pave,NoRidge,1996,5,Gd,2013,2,455,TA,TA,SBrkr,92.0,TA,Y,269790,191004.99478714162,335295.31707317074,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,92.0
RL,9158,Pave,Somerst,2007,5,Gd,1496,2,474,TA,NA,SBrkr,76.0,Gd,Y,225000,191004.99478714162,225379.83720930232,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,76.0
RL,10832,Pave,Gilbert,1994,5,Gd,1895,2,409,TA,TA,SBrkr,,Gd,Y,194500,191004.99478714162,192854.50632911394,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60.5
RL,8400,Pave,SawyerW,1980,6,TA,1564,2,476,TA,TA,SBrkr,70.0,TA,Y,171000,191004.99478714162,186555.7966101695,153961.59126984127,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,70.0
RL,8197,Pave,Sawyer,1977,5,TA,1285,1,528,TA,TA,SBrkr,71.0,TA,Y,143500,191004.99478714162,136793.13513513515,203146.91473812424,183632.6209000763,205723.48881789137,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,71.0
RL,7677,Pave,NAmes,1953,5,TA,773,1,240,TA,NA,SBrkr,57.0,TA,Y,110000,191004.99478714162,145847.08,203146.91473812424,183632.6209000763,141331.48260869566,186825.1131934033,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,57.0
RL,13518,Pave,NridgHt,2008,5,Ex,3140,3,820,TA,Gd,SBrkr,104.0,Ex,Y,485000,191004.99478714162,316270.6233766234,203146.91473812424,183632.6209000763,226351.41578947369,186825.1131934033,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,104.0
