SalePrice,MSZoning,LotArea,Street,Neighborhood,YearBuilt,OverallCond,ExterQual,GrLivArea,FullBath,GarageArea,BsmtCond,FireplaceQu,Electrical,LotFrontage,KitchenQual,PavedDrive
175000,RL,12243,Pave,NWAmes,1971,6,TA,1484,2,487,TA,TA,SBrkr,70.0,TA,Y
160000,RL,10800,Pave,OldTown,1900,4,TA,2414,2,520,Fa,Gd,FuseA,60.0,TA,N
86000,RM,1526,Pave,MeadowV,1970,8,TA,630,1,286,TA,None,SBrkr,21.0,Gd,Y
115000,RM,2665,Pave,MeadowV,1976,6,TA,1304,1,336,TA,Gd,SBrkr,35.86833333333334,TA,Y
133000,RL,9490,Pave,NAmes,1941,7,TA,1578,1,240,TA,TA,FuseA,79.0,Fa,Y
172785,RL,15578,Pave,Gilbert,2006,5,Gd,1456,2,429,TA,None,SBrkr,105.0,TA,Y
155000,RL,7931,Pave,NAmes,1960,6,TA,1269,1,308,TA,Fa,FuseA,70.0,TA,Y
91300,RM,5784,Pave,OldTown,1938,8,TA,886,1,273,TA,None,FuseA,50.0,TA,Y
34900,C (all),7879,Pave,IDOTRR,1920,5,TA,720,1,0,TA,None,FuseA,60.0,TA,N
430000,RL,12692,Pave,NoRidge,1992,5,Gd,3228,3,546,TA,Gd,SBrkr,86.90099999999998,Gd,Y
184000,RL,9120,Pave,BrkSide,1925,6,TA,1820,2,240,TA,None,SBrkr,60.0,TA,N
130000,RL,7800,Pave,Sawyer,1967,7,TA,899,1,288,TA,None,SBrkr,65.0,Gd,Y
120000,RL,7535,Pave,NAmes,1958,7,TA,912,1,297,TA,None,SBrkr,70.0,TA,Y
113000,RM,1890,Pave,BrDale,1973,5,TA,1218,1,264,TA,None,SBrkr,21.0,TA,Y
226700,FV,9803,Pave,Somerst,2005,5,Gd,1768,2,603,TA,None,SBrkr,75.0,Gd,Y
140000,RL,9170,Pave,Edwards,1965,7,TA,1214,1,461,TA,None,SBrkr,70.0,TA,Y
289000,RL,15602,Pave,Crawfor,1959,8,TA,1801,2,484,TA,TA,SBrkr,100.0,TA,Y
147000,RL,2308,Pave,NPkVill,1974,5,TA,1322,2,440,TA,Fa,SBrkr,24.0,TA,Y
124500,RM,7596,Pave,OldTown,1952,5,TA,1960,2,400,TA,None,SBrkr,60.0,TA,N
215000,RL,9554,Pave,SawyerW,1993,5,Gd,1911,2,471,TA,TA,SBrkr,80.0,Gd,Y
208300,FV,7862,Pave,Somerst,2009,5,Gd,1218,2,676,TA,None,SBrkr,75.0,Gd,Y
161000,RM,9600,Pave,OldTown,1928,9,TA,1378,2,360,TA,Gd,SBrkr,60.0,Gd,N
124500,RL,9600,Pave,NAmes,1959,6,TA,1041,1,270,TA,None,SBrkr,80.0,TA,Y
164900,RL,14559,Pave,NAmes,1951,7,Gd,1363,1,288,TA,TA,SBrkr,75.0,TA,Y
202665,RL,6792,Pave,NridgHt,2005,5,Gd,1368,2,474,TA,Gd,SBrkr,40.0,Gd,Y
129900,RL,9100,Pave,NAmes,1958,5,TA,864,1,624,TA,None,SBrkr,70.0,TA,Y
134000,RL,9187,Pave,Mitchel,1983,5,TA,1080,1,484,TA,None,SBrkr,71.0,TA,Y
96500,RL,10594,Pave,Crawfor,1926,5,TA,789,1,200,TA,None,SBrkr,55.0,TA,Y
402861,RL,12220,Pave,NridgHt,2009,5,Ex,2020,2,900,TA,Gd,SBrkr,94.0,Ex,Y
158000,RL,10448,Pave,NWAmes,1972,6,TA,2119,2,583,TA,TA,SBrkr,85.73327294685991,TA,Y
265000,RL,10208,Pave,NoRidge,1996,5,Gd,2344,2,889,TA,TA,SBrkr,79.0,Gd,Y
211000,RL,9531,Pave,CollgCr,1998,5,TA,1796,2,546,TA,None,SBrkr,73.7709585949004,TA,Y
234000,RL,10918,Pave,Crawfor,1926,9,Gd,2080,1,282,TA,Gd,SBrkr,53.0,Gd,Y
106250,RL,10800,Pave,OldTown,1900,7,TA,1294,2,0,None,None,FuseA,60.0,TA,N
150000,RL,11988,Pave,NAmes,1957,6,TA,1244,1,336,TA,Gd,FuseA,90.0,TA,Y
159000,RM,5000,Pave,BrkSide,1947,7,TA,1664,2,420,TA,Gd,SBrkr,50.0,TA,Y
184750,RL,40094,Pave,Edwards,2007,5,Ex,4676,3,884,TA,Gd,SBrkr,130.0,Ex,Y
315750,RL,11787,Pave,NoRidge,1996,5,Gd,2398,2,834,TA,TA,SBrkr,95.0,Gd,Y
176000,FV,7500,Pave,Somerst,2005,5,Gd,1266,2,453,TA,TA,SBrkr,62.0,Gd,Y
132000,RL,13300,Pave,NAmes,1956,7,TA,928,1,252,TA,None,SBrkr,70.0,TA,Y
446261,RL,14948,Pave,NridgHt,2008,5,Ex,2713,2,858,TA,Gd,SBrkr,67.0,Ex,Y
86000,RL,9098,Pave,Edwards,1920,7,TA,605,1,0,TA,None,SBrkr,58.0,TA,N
200624,RL,32668,Pave,Crawfor,1957,3,Gd,2515,3,484,TA,TA,SBrkr,97.62065476190477,TA,Y
175000,RL,10200,Pave,Timber,1988,5,Gd,1509,2,600,TA,Fa,SBrkr,85.0,Gd,Y
128000,RM,6155,Pave,BrkSide,1920,8,TA,1362,2,502,Fa,None,SBrkr,60.0,TA,Y
107500,RL,7200,Pave,NAmes,1955,7,TA,827,1,392,None,Po,SBrkr,60.0,TA,Y
39300,RL,5000,Pave,BrkSide,1946,3,Fa,334,1,0,None,None,FuseF,50.0,Fa,N
178000,RL,9056,Pave,Gilbert,2004,5,Gd,1414,2,403,Gd,Gd,SBrkr,74.0,Gd,Y
107500,RL,7000,Pave,Edwards,1910,7,TA,1347,1,0,TA,None,SBrkr,70.0,TA,N
188000,RL,8924,Pave,CollgCr,1998,5,TA,1724,2,527,TA,None,SBrkr,57.0,Gd,Y
111250,RL,12735,Pave,NAmes,1972,5,TA,864,1,576,TA,None,SBrkr,74.32966666666667,TA,Y
158000,RL,11553,Pave,Sawyer,1968,5,TA,1159,1,336,TA,Fa,SBrkr,81.02972222222222,TA,Y
272000,RL,11423,Pave,CollgCr,2001,5,Gd,1601,2,670,TA,TA,SBrkr,80.15035214931267,Gd,Y
315000,RL,14601,Pave,Timber,2006,5,Ex,1838,2,765,TA,Gd,SBrkr,85.0,Ex,Y
248000,RL,11000,Pave,NoRidge,2000,5,Gd,2285,2,648,TA,TA,SBrkr,85.64450150829562,Gd,Y
213250,RL,10140,Pave,NWAmes,1998,5,Gd,1680,2,583,TA,TA,SBrkr,78.0,Gd,Y
133000,RH,4058,Pave,NAmes,1998,5,TA,767,1,367,TA,None,SBrkr,34.0,TA,Y
179665,RL,17104,Pave,Gilbert,2006,5,Gd,1496,2,426,Gd,Gd,SBrkr,58.0,Gd,Y
229000,RL,13837,Pave,NWAmes,1988,5,Gd,2183,2,786,Gd,None,SBrkr,88.89272222222222,Gd,Y
210000,RL,8737,Pave,BrkSide,1923,7,TA,1635,1,440,TA,Gd,FuseA,70.0,TA,Y
129500,RL,7244,Pave,Mitchel,1970,7,TA,768,1,624,TA,None,SBrkr,54.0,TA,Y
125000,RM,8235,Pave,OldTown,1955,7,TA,825,1,720,TA,None,SBrkr,49.0,TA,Y
263000,FV,9375,Pave,Somerst,2003,5,Gd,2094,2,615,TA,Gd,SBrkr,75.0,Gd,Y
140000,RL,4043,Pave,NPkVill,1977,6,TA,1069,2,440,TA,None,SBrkr,53.0,TA,Y
112500,RM,6000,Pave,OldTown,1957,6,TA,928,1,288,TA,None,FuseA,50.0,TA,Y
255500,RL,11146,Pave,NridgHt,2006,5,Gd,1717,2,908,TA,Gd,SBrkr,87.0,Gd,Y
108000,RL,8777,Pave,Edwards,1949,5,TA,1126,2,520,None,None,SBrkr,67.0,Gd,N
284000,RL,10625,Pave,NridgHt,2003,5,Gd,2046,2,871,TA,Gd,SBrkr,85.0,Gd,Y
113000,RM,6380,Pave,BrkSide,1922,6,TA,1048,1,280,Fa,Gd,FuseA,58.0,TA,Y
141000,RL,14850,Pave,NAmes,1957,5,TA,1092,1,299,TA,TA,FuseA,69.0,TA,Y
108000,C (all),11040,Pave,IDOTRR,1920,6,TA,1336,1,570,TA,None,SBrkr,60.0,TA,Y
175000,RL,21872,Pave,Gilbert,1996,5,TA,1446,2,406,TA,TA,SBrkr,57.0,TA,Y
234000,RL,3196,Pave,Blmngtn,2003,5,Gd,1557,2,420,TA,TA,SBrkr,44.97119047619048,Gd,Y
121500,RL,11341,Pave,Sawyer,1957,6,TA,1392,1,528,TA,Gd,SBrkr,80.25716666666668,TA,Y
170000,RL,10010,Pave,Mitchel,1974,5,TA,1389,1,418,TA,TA,SBrkr,77.0,TA,Y
108000,RL,13907,Pave,Edwards,1940,6,TA,996,1,0,TA,Gd,SBrkr,63.0,TA,Y
185000,RL,21780,Pave,Edwards,1918,7,TA,1674,2,396,TA,Gd,SBrkr,66.0,TA,N
268000,RL,13346,Pave,NoRidge,1992,5,Gd,2295,2,590,TA,TA,SBrkr,88.85657726587138,Gd,Y
128000,RL,6858,Pave,SWISU,1915,4,TA,1647,1,216,TA,None,FuseF,66.0,Fa,Y
325000,RL,11198,Pave,StoneBr,2005,5,Gd,2504,2,656,Gd,Gd,SBrkr,77.0,Ex,Y
214000,RL,10171,Pave,NridgHt,2004,5,Gd,1535,2,532,TA,None,SBrkr,70.0,Gd,Y
316600,RL,12327,Pave,SawyerW,1983,8,Gd,2132,1,612,TA,Gd,SBrkr,79.0,Gd,Y
135960,RL,7032,Pave,NAmes,1979,5,TA,943,1,600,TA,TA,SBrkr,65.41134748636297,TA,Y
142600,RL,13101,Pave,NAmes,1965,5,TA,1728,2,576,TA,None,SBrkr,74.0,TA,Y
120000,RL,7332,Pave,NAmes,1959,6,TA,864,1,288,TA,None,SBrkr,60.0,Gd,Y
224500,RL,13159,Pave,Timber,2009,5,TA,1692,2,650,TA,None,SBrkr,83.0,Gd,Y
170000,RL,9967,Pave,Gilbert,2000,5,TA,1430,2,400,TA,TA,SBrkr,76.0,TA,Y
139000,RL,10500,Pave,NAmes,1971,7,TA,1109,1,288,TA,None,SBrkr,70.0,TA,Y
118500,RL,8480,Pave,NAmes,1947,5,TA,1216,1,336,TA,None,SBrkr,80.0,TA,Y
145000,RL,6292,Pave,SWISU,1928,7,TA,1477,2,216,TA,Gd,SBrkr,52.0,TA,Y
164500,RL,11777,Pave,Sawyer,1966,6,TA,1320,1,564,TA,Fa,SBrkr,96.0,TA,Y
146000,FV,3604,Pave,Somerst,2007,5,Gd,1392,2,540,TA,None,SBrkr,34.0,Gd,Y
131500,RM,12150,Pave,OldTown,1954,5,TA,1795,2,352,TA,None,FuseF,81.0,TA,Y
181900,RL,14585,Pave,NAmes,1960,6,TA,1429,1,572,TA,Gd,SBrkr,93.92657142857142,Gd,Y
253293,RL,12704,Pave,NridgHt,2008,5,Ex,2042,2,1390,TA,Gd,SBrkr,98.0,Ex,Y
118500,RL,11841,Grvl,Edwards,1990,5,TA,816,1,0,TA,None,SBrkr,81.0,TA,Y
325000,RM,13500,Pave,OldTown,1893,9,Ex,2775,3,880,TA,Gd,SBrkr,75.0,Gd,Y
133000,RM,6120,Pave,BrkSide,1935,7,TA,1573,1,240,TA,None,SBrkr,51.0,Gd,Y
369900,RL,11443,Pave,Timber,2005,5,Gd,2028,2,880,TA,Gd,SBrkr,88.0,Gd,Y
130000,RL,10267,Pave,BrkSide,1918,7,TA,838,1,275,Gd,None,SBrkr,55.0,Fa,N
137000,RL,8740,Pave,Sawyer,1982,6,TA,860,1,528,TA,None,SBrkr,74.0,TA,Y
143000,RL,25095,Pave,ClearCr,1968,8,TA,1473,1,452,TA,Gd,SBrkr,65.0,Ex,Y
79500,RM,9100,Pave,BrkSide,1930,6,TA,935,1,308,TA,None,FuseA,50.0,TA,P
185900,RL,8320,Pave,CollgCr,2004,5,Gd,1582,2,520,TA,None,SBrkr,64.0,Gd,Y
451950,RL,13478,Pave,NridgHt,2008,5,Ex,2296,2,842,TA,Gd,SBrkr,97.0,Ex,Y
138000,RL,6600,Pave,Mitchel,1982,8,TA,816,1,816,Gd,None,SBrkr,60.0,TA,Y
140000,RM,4435,Pave,CollgCr,2003,5,Gd,848,1,420,TA,None,SBrkr,37.65057142857144,Gd,Y
110000,RL,7990,Pave,CollgCr,1975,6,TA,924,1,280,TA,None,SBrkr,88.0,TA,Y
319000,RL,11302,Pave,StoneBr,2005,5,Gd,1826,2,758,TA,TA,SBrkr,69.0,Gd,Y
114504,RM,3600,Pave,OldTown,1910,7,TA,1368,1,216,TA,None,FuseA,60.0,TA,N
194201,RL,3922,Pave,Blmngtn,2006,5,Gd,1402,0,648,TA,Gd,SBrkr,53.0,Gd,Y
217500,RL,12984,Pave,Crawfor,1977,6,TA,1647,2,621,TA,TA,SBrkr,80.0,Gd,Y
151000,RM,1950,Pave,Blueste,1980,6,TA,1556,2,452,TA,TA,SBrkr,24.0,TA,Y
275000,RL,10927,Pave,NridgHt,2005,5,Gd,1904,2,736,TA,Gd,SBrkr,74.0,Ex,Y
141000,RM,9000,Pave,IDOTRR,1937,6,TA,1375,1,544,TA,Gd,SBrkr,50.0,Gd,P
220000,RL,10041,Pave,SawyerW,1992,5,Gd,1915,2,506,TA,TA,SBrkr,80.0,Gd,Y
151000,FV,3182,Pave,Somerst,2004,5,Gd,1200,2,480,TA,None,SBrkr,30.0,Gd,Y
221000,RL,12803,Pave,CollgCr,2002,5,Gd,1494,2,530,TA,TA,SBrkr,88.0,Gd,Y
205000,RL,13600,Pave,NAmes,1965,6,TA,1986,2,486,TA,Fa,SBrkr,85.0,TA,Y
152000,RL,12464,Pave,CollgCr,1996,5,TA,1040,1,576,TA,None,SBrkr,82.0,Gd,Y
225000,RL,7800,Pave,Edwards,1948,8,TA,2008,3,230,Gd,None,SBrkr,78.0,Ex,Y
359100,RL,12168,Pave,Crawfor,1934,6,TA,3194,2,380,TA,Gd,SBrkr,78.0,TA,Y
118500,RL,7943,Pave,Sawyer,1961,5,TA,1029,1,261,TA,None,SBrkr,61.0,TA,Y
313000,RL,11050,Pave,CollgCr,2000,5,Gd,2153,2,736,TA,Ex,SBrkr,81.16625252525253,Ex,Y
148000,RL,10395,Pave,NWAmes,1978,6,TA,1032,2,564,TA,TA,SBrkr,79.27399422799422,TA,Y
261500,RL,11885,Pave,CollgCr,2001,5,Gd,1872,2,531,TA,TA,SBrkr,83.72056998556998,Ex,Y
147000,RL,8402,Pave,Mitchel,2007,5,TA,1120,1,0,TA,None,SBrkr,70.0,TA,Y
75500,RM,1491,Pave,MeadowV,1972,6,TA,630,1,0,TA,None,SBrkr,21.0,TA,Y
137500,RL,8800,Pave,NAmes,1963,7,TA,1054,1,480,TA,None,SBrkr,80.0,Gd,Y
183200,RL,7861,Pave,Gilbert,2002,5,Gd,1509,2,393,TA,Gd,SBrkr,63.72654545454546,Gd,Y
105500,RL,7227,Pave,NAmes,1954,6,TA,832,1,528,TA,None,SBrkr,59.0,Gd,Y
314813,RL,11694,Pave,NridgHt,2007,5,Ex,1828,2,774,TA,Gd,SBrkr,90.0,Gd,Y
305000,RL,12244,Pave,Timber,2003,5,Gd,2262,2,749,TA,Gd,SBrkr,85.0,Gd,Y
67000,RL,8248,Pave,Edwards,1914,3,TA,864,1,0,TA,None,FuseF,45.0,TA,N
240000,RL,10800,Pave,NWAmes,1974,7,TA,2614,2,624,TA,TA,SBrkr,90.0,TA,Y
135000,RL,7064,Pave,Sawyer,1977,6,TA,980,1,484,TA,None,SBrkr,71.0,TA,Y
168500,FV,2117,Pave,Somerst,2000,5,Gd,1512,2,440,TA,TA,SBrkr,29.15733333333333,Gd,Y
165150,RL,10400,Pave,NWAmes,1972,5,TA,1790,1,484,TA,TA,SBrkr,80.0,TA,Y
160000,RL,10000,Pave,NAmes,1962,6,TA,1116,1,440,TA,None,SBrkr,87.0,TA,Y
139900,RL,12342,Pave,NAmes,1960,5,TA,1422,1,286,TA,TA,SBrkr,76.31266666666666,TA,Y
153000,RL,9600,Pave,NAmes,1955,6,TA,1520,1,364,TA,Gd,SBrkr,80.0,TA,Y
135000,RL,11606,Pave,NAmes,1969,5,TA,2080,1,504,TA,TA,SBrkr,70.0,Fa,Y
168500,RL,9020,Pave,NAmes,1964,5,TA,1350,1,520,TA,None,SBrkr,82.0,TA,Y
124000,RM,9000,Pave,OldTown,1880,6,TA,1750,1,240,Fa,None,FuseA,50.0,Ex,N
209500,RL,4590,Pave,NridgHt,2006,5,Gd,1554,2,627,Gd,Gd,SBrkr,34.0,Gd,Y
82500,RL,11900,Pave,NWAmes,1977,5,TA,1411,2,544,TA,TA,SBrkr,85.0,TA,Y
139400,RL,9250,Pave,NAmes,1954,7,TA,1056,1,260,TA,None,SBrkr,80.0,TA,Y
144000,RL,6979,Pave,OldTown,1980,5,TA,1056,0,576,TA,None,SBrkr,64.0,TA,Y
200000,RH,10896,Pave,SWISU,1914,7,Fa,3395,2,0,Fa,None,FuseA,60.0,Fa,N
60000,RM,6120,Pave,BrkSide,1936,3,Fa,800,1,0,Fa,Po,FuseA,51.0,Fa,N
93000,RM,6000,Pave,OldTown,1954,4,TA,1387,2,256,TA,None,FuseA,50.0,Gd,Y
85000,RL,8777,Pave,Edwards,1910,7,TA,796,1,0,TA,None,FuseA,67.0,TA,P
264561,RL,3982,Pave,Blmngtn,2006,5,Gd,1567,2,648,Gd,Gd,SBrkr,53.0,Ex,Y
274000,RL,12677,Pave,NridgHt,2003,5,Ex,1518,1,588,TA,Gd,SBrkr,62.0,Ex,Y
226000,FV,7050,Pave,Somerst,2001,5,Gd,1929,2,650,TA,TA,SBrkr,68.73357142857144,Gd,Y
345000,RL,13860,Pave,NAmes,1972,7,Gd,2704,2,538,TA,TA,SBrkr,75.0,Ex,Y
152000,RL,10793,Pave,NWAmes,1969,5,TA,1620,2,462,TA,None,SBrkr,80.0,TA,Y
370878,FV,9187,Pave,Somerst,2009,5,Ex,1766,2,478,TA,Gd,SBrkr,85.0,Ex,Y
143250,RL,10530,Pave,NAmes,1971,5,TA,981,1,576,TA,None,SBrkr,72.6124761904762,TA,Y
98300,RL,7200,Pave,NAmes,1950,5,TA,1048,1,420,None,None,SBrkr,60.0,TA,Y
155000,RL,10452,Pave,Edwards,1953,5,TA,1094,1,495,TA,Gd,SBrkr,85.0,TA,Y
155000,RL,7700,Pave,NAmes,1966,5,TA,1839,1,442,TA,TA,SBrkr,70.0,TA,Y
84500,RM,1936,Pave,MeadowV,1970,6,TA,630,1,0,TA,None,SBrkr,21.0,TA,Y
205950,FV,8125,Pave,Somerst,2007,6,Gd,1665,2,562,TA,None,SBrkr,65.0,Gd,Y
108000,RL,9084,Pave,Edwards,1940,5,TA,1510,1,296,TA,Gd,SBrkr,60.0,TA,P
191000,RL,8750,Pave,CollgCr,1996,5,Gd,1716,2,512,TA,TA,SBrkr,70.0,Gd,Y
135000,RM,10320,Pave,IDOTRR,1906,7,TA,1469,1,216,TA,None,SBrkr,60.0,TA,Y
350000,RL,10437,Pave,NoRidge,1995,6,Gd,2113,2,839,TA,TA,SBrkr,91.0,Gd,Y
88000,RM,1680,Pave,BrDale,1971,5,TA,1092,1,264,TA,None,SBrkr,21.0,TA,Y
145500,RL,10007,Pave,NAmes,1959,7,Gd,1053,1,312,TA,None,SBrkr,72.0,Gd,Y
149000,RL,7200,Pave,Crawfor,1931,6,TA,1502,1,270,TA,Gd,SBrkr,60.0,TA,P
97500,RL,17503,Pave,NAmes,1948,5,TA,1458,1,330,TA,Gd,SBrkr,78.0,TA,Y
167000,RL,9937,Pave,Edwards,1964,7,TA,1486,1,480,TA,None,SBrkr,75.0,TA,Y
197900,RL,12384,Pave,NWAmes,1976,7,TA,1935,2,550,TA,TA,SBrkr,87.69232600732602,TA,Y
402000,RL,46589,Pave,NoRidge,1994,7,Gd,2448,2,711,Gd,TA,SBrkr,52.0,Gd,Y
110000,RL,13560,Pave,NAmes,1968,3,TA,1392,1,576,Fa,TA,SBrkr,120.0,TA,Y
137500,RL,10012,Pave,Edwards,1972,5,TA,1181,2,588,TA,None,SBrkr,90.0,TA,Y
423000,RL,20896,Pave,Somerst,2005,5,Gd,2097,1,1134,TA,Ex,SBrkr,49.0,Ex,Y
230500,RL,11194,Pave,Gilbert,2000,5,Gd,1936,2,504,TA,TA,SBrkr,106.0,Gd,Y
129000,RL,18450,Pave,NAmes,1965,5,TA,2380,2,596,TA,Po,SBrkr,96.40674999999999,TA,Y
193500,RL,8125,Pave,SawyerW,1994,5,TA,1679,2,575,TA,Fa,SBrkr,65.0,Gd,Y
168000,RL,14175,Pave,Sawyer,1956,6,TA,1437,1,576,TA,TA,SBrkr,81.84777777777778,TA,Y
137500,RL,11600,Pave,Crawfor,1922,5,TA,1180,1,252,TA,Gd,SBrkr,80.0,Fa,Y
173500,RL,8633,Pave,CollgCr,2005,5,Gd,1476,2,540,TA,None,SBrkr,64.0,Gd,Y
103600,RH,6629,Pave,Edwards,1925,6,TA,1369,2,300,TA,None,SBrkr,54.0,TA,Y
165000,RL,11250,Pave,Veenker,1977,6,Gd,1208,1,546,TA,TA,SBrkr,76.43161111111111,TA,Y
257500,RL,14442,Pave,Crawfor,1957,7,TA,1839,2,416,TA,TA,SBrkr,110.0,Gd,Y
140000,RL,9200,Pave,NAmes,1965,6,TA,1136,1,384,TA,Gd,SBrkr,80.0,TA,Y
148500,RL,2289,Pave,NPkVill,1978,6,TA,1441,2,440,TA,TA,SBrkr,24.0,TA,Y
87000,RM,9600,Pave,OldTown,1900,2,TA,1774,2,779,Fa,None,SBrkr,60.0,TA,N
109500,RL,9022,Pave,OldTown,1924,8,Gd,792,1,240,TA,None,SBrkr,52.0,Gd,N
372500,RL,11844,Pave,StoneBr,2008,5,Gd,2046,2,834,TA,Gd,SBrkr,80.0,Gd,Y
128500,RL,9945,Pave,Sawyer,1961,5,TA,988,1,572,TA,None,SBrkr,74.06372222222222,TA,Y
143000,RL,8012,Pave,SawyerW,1980,5,TA,923,2,264,TA,TA,SBrkr,50.0,TA,Y
159434,RH,4500,Pave,SWISU,1932,5,TA,1520,1,281,TA,None,SBrkr,55.0,TA,Y
173000,RL,2887,Pave,ClearCr,1996,5,TA,1291,1,431,TA,Gd,SBrkr,54.20919949494949,Gd,Y
285000,RL,11248,Pave,CollgCr,2002,5,Gd,1668,2,702,TA,TA,SBrkr,90.0,Gd,Y
221000,RL,16770,Pave,NoRidge,1998,5,Gd,1839,2,486,TA,None,SBrkr,58.0,TA,Y
207500,RL,5062,Pave,StoneBr,1984,5,Gd,2090,2,577,TA,TA,SBrkr,51.62753679653681,Gd,Y
227875,FV,10207,Pave,Somerst,2007,6,Gd,1761,3,578,TA,None,SBrkr,84.0,Gd,Y
148800,FV,5105,Pave,Somerst,2004,5,Gd,1102,2,480,TA,None,SBrkr,40.02592748917749,Gd,Y
392000,RL,8089,Pave,StoneBr,2007,6,Gd,1419,2,567,TA,Gd,SBrkr,60.0,Gd,Y
194700,RL,7577,Pave,NridgHt,2005,5,Gd,1362,2,460,TA,Gd,SBrkr,61.0,Gd,Y
141000,RM,4426,Pave,CollgCr,2004,5,Gd,848,1,420,TA,TA,SBrkr,40.379404761904766,Gd,Y
755000,RL,21535,Pave,NoRidge,1994,6,Ex,4316,3,832,TA,Ex,SBrkr,104.0,Ex,Y
335000,RL,26178,Pave,Timber,1989,5,Gd,2519,2,628,TA,Gd,SBrkr,42.0,Gd,Y
108480,RL,5400,Pave,OldTown,1921,6,TA,1073,1,326,TA,None,SBrkr,60.0,TA,Y
141500,RM,6120,Pave,BrkSide,1936,6,TA,1539,1,576,TA,None,SBrkr,51.0,TA,Y
176000,RL,13811,Pave,Timber,1987,6,TA,1137,2,551,Gd,TA,SBrkr,54.0,Gd,Y
89000,RM,6000,Pave,BrkSide,1921,7,TA,616,1,205,TA,None,SBrkr,50.0,TA,Y
123500,RL,6420,Pave,Edwards,1952,7,TA,1148,1,308,Gd,None,FuseA,57.0,TA,Y
138500,RL,8450,Pave,Sawyer,1965,8,TA,894,1,336,TA,Gd,SBrkr,65.0,TA,Y
196000,FV,4282,Pave,Somerst,2004,5,Gd,1391,2,530,TA,None,SBrkr,59.0,Gd,Y
312500,RL,14331,Pave,Timber,2002,5,Gd,1800,2,765,TA,Gd,SBrkr,85.0,Gd,Y
140000,RL,9600,Pave,NWAmes,1969,5,TA,1164,1,528,TA,None,SBrkr,80.0,TA,Y
361919,RL,12438,Pave,StoneBr,2006,5,Ex,2576,2,666,Gd,Gd,SBrkr,82.0,Ex,Y
140000,RM,7630,Pave,OldTown,1900,9,TA,1812,2,672,TA,Po,SBrkr,76.0,Gd,N
213000,RL,8400,Pave,CollgCr,2004,5,Gd,1484,2,606,TA,None,SBrkr,70.0,Gd,Y
55000,RM,5600,Pave,IDOTRR,1930,5,Fa,1092,2,0,None,None,SBrkr,70.0,Fa,N
302000,RL,115149,Pave,ClearCr,1971,5,TA,1824,2,739,TA,TA,SBrkr,82.95254761904762,Gd,Y
254000,RL,6240,Pave,NridgHt,2006,5,Gd,1324,2,550,TA,Gd,SBrkr,48.0,Gd,Y
179540,RL,9018,Pave,Gilbert,2007,5,Gd,1456,2,400,TA,Gd,SBrkr,65.0,Gd,Y
109900,RL,7162,Pave,Sawyer,1966,7,TA,904,1,408,TA,None,SBrkr,68.69583333333333,TA,Y
52000,RL,4130,Pave,BrkSide,1935,6,Gd,729,1,0,TA,None,SBrkr,56.0,TA,N
102776,C (all),8712,Pave,IDOTRR,1900,7,TA,1178,1,384,TA,None,SBrkr,66.0,TA,N
189000,RL,4671,Pave,StoneBr,1988,5,Gd,1228,2,472,TA,Gd,SBrkr,40.0,Gd,Y
129000,RL,9873,Pave,BrkSide,1970,5,TA,960,1,576,TA,None,SBrkr,60.0,TA,Y
130500,RL,13517,Pave,Sawyer,1976,8,Gd,1479,2,475,TA,None,SBrkr,75.53153874024527,Gd,Y
165000,RL,10140,Pave,NWAmes,1974,5,TA,1350,2,478,TA,TA,SBrkr,78.0,TA,Y
159500,RM,10800,Pave,OldTown,1890,8,TA,2554,1,704,TA,None,SBrkr,60.0,TA,P
157000,RL,10000,Pave,NWAmes,1973,6,TA,1178,1,439,TA,Fa,SBrkr,80.0,Gd,Y
341000,RL,10542,Pave,NoRidge,1993,5,Gd,2418,2,983,TA,TA,SBrkr,96.0,Gd,Y
128500,RL,9920,Pave,CollgCr,1969,6,TA,971,1,300,TA,Po,SBrkr,69.0,TA,Y
275000,RL,6563,Pave,StoneBr,1985,5,Gd,1742,2,564,TA,TA,SBrkr,52.05333333333333,Gd,Y
143000,RM,4426,Pave,CollgCr,2004,5,Gd,848,1,420,TA,None,SBrkr,38.240571428571435,Gd,Y
124500,RL,8120,Pave,NAmes,1970,7,TA,864,1,463,TA,None,SBrkr,70.0,TA,Y
135000,RL,8172,Pave,Edwards,1954,6,TA,1470,2,548,TA,None,SBrkr,60.0,TA,Y
320000,RL,13286,Pave,Edwards,2007,5,Ex,1698,2,768,TA,Gd,SBrkr,86.0,Ex,Y
120500,RL,6960,Pave,NAmes,1970,6,TA,864,1,660,TA,None,SBrkr,60.0,Gd,Y
222000,RL,21695,Pave,Crawfor,1988,9,Gd,1680,2,540,TA,Gd,SBrkr,87.65733333333334,Gd,Y
194500,RL,7314,Pave,CollgCr,2007,5,Gd,1232,2,632,TA,None,SBrkr,64.0,Gd,Y
110000,RL,11475,Pave,NAmes,1958,5,TA,1776,2,888,TA,None,SBrkr,85.0,TA,Y
103000,RM,6240,Pave,IDOTRR,1925,5,TA,1208,1,539,TA,None,FuseA,52.0,TA,Y
236500,RL,5389,Pave,StoneBr,1995,5,Gd,1616,2,608,TA,TA,SBrkr,39.0,Gd,Y
187500,RL,9590,Pave,Timber,2003,5,Gd,1146,2,438,TA,Gd,SBrkr,73.0,Gd,Y
